board_state,macroboard,current_player,valid_moves,chosen_move,game_result,agent_level,move_number,final_result
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1","0,0,0,0,0,0,0,0,0",-1,"9,10,12,13,14,15,16,17",17,-1,MCTS,11,1
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1","0,0,0,0,0,0,0,0,0",1,"72,73,74,75,77,78,79",77,-1,Random,12,0
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1","0,0,0,0,0,0,0,0,0",-1,"45,46,47,49,50,51,53",50,-1,MCTS,13,1
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1","0,0,0,0,0,0,0,0,0",1,"45,46,47,49,51,53",47,-1,Random,14,0
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1","0,0,0,0,0,0,0,0,0",-1,"18,19,20,21,23,24,25,26",25,-1,MCTS,15,1
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1","0,0,0,0,0,0,0,0,0",1,"63,65,66,67,68,69,70,71",71,-1,Random,16,0
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1","0,0,0,0,0,0,0,0,0",-1,"72,73,74,75,78,79",78,-1,MCTS,17,1
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",1,"54,55,56,57,58,59,60,61,62",54,-1,Random,18,0
"0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",-1,"0,2,3,4,5,6,7,8",7,-1,MCTS,19,1
"0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",1,"63,65,66,67,68,69,70",70,-1,Random,20,0
"0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",-1,"63,65,66,67,68,69",66,-1,MCTS,21,1
"0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",1,"27,28,29,30,31,32,33,34",30,-1,Random,22,0
"0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",-1,"27,28,29,31,32,33,34",27,-1,MCTS,23,1
"0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",1,"0,2,3,4,5,6,8",2,-1,Random,24,0
"0,1,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,0,0,0,0,0,0,0",-1,"18,19,20,21,23,24,26",19,-1,MCTS,25,1
"0,1,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,0,0,0,0",1,"9,10,12,13,14,15,16",10,-1,Random,26,0
"0,1,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,0,0,0,0",-1,"9,12,13,14,15,16",9,-1,MCTS,27,1
"0,1,1,0,0,0,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,0,0,0,0",1,"0,3,4,5,6,8",5,-1,Random,28,0
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,0,0,0,0",-1,"45,46,49,51,53",49,-1,MCTS,29,1
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,-1,0,0,0",1,"37,38,39,40,42,43,44",40,-1,Random,30,0
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,-1,0,0,0",-1,"37,38,39,42,43,44",42,-1,MCTS,31,1
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,-1,0,0,0",1,"55,56,57,58,59,60,61,62",60,-1,Random,32,0
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,-1,0,0,0",-1,"55,56,57,58,59,61,62",57,-1,MCTS,33,1
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,-1,0,0,0,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,-1,0,0,0",1,"28,29,31,32,33,34",31,-1,Random,34,0
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,1,0,0,0,1,-1,0,0,0,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,0,-1,0,0,0",-1,"37,38,39,43,44",39,-1,MCTS,35,1
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,1,1,0,0,0,1,-1,0,0,-1,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,-1,-1,0,0,0",1,"28,29,32,33,34",28,-1,Random,36,0
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,1,0,1,1,0,0,0,1,-1,0,0,-1,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,0,-1,0,-1,-1,0,0,0",-1,"12,13,14,15,16",13,-1,MCTS,37,1
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,1,0,1,1,0,0,0,1,-1,0,0,-1,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,-1,-1,0,-1,-1,0,0,0",1,"0,3,4,6,8,29,32,33,34,55,56,58,59,61,62,63,65,67,68,69,72,73,74,75,79",65,-1,Random,38,0
"0,1,1,0,0,1,0,-1,0,-1,1,1,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,1,0,1,1,0,0,0,1,-1,0,0,-1,1,1,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,0,-1,0,0,1,0,0,0,-1,1,-1,0,0,0,1,1,0,0,0,0,1,1,-1,0,-1","0,-1,-1,0,-1,-1,0,0,0",-1,"0,3,4,6,8,29,32,33,34,55,56,58,59,61,62,63,67,68,69,72,73,74,75,79",79,-1,MCTS,39,1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",0,1,Hard,0,1
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"1,2,3,4,5,6,7,8",1,1,Hard,1,0
"1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"9,10,11,12,13,14,15,16,17",9,1,Hard,2,1
"1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"2,3,4,5,6,7,8",2,1,Hard,3,0
"1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"18,19,20,21,22,23,24,25,26",18,1,Hard,4,1
"1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"3,4,5,6,7,8",3,1,Hard,5,0
"1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"27,28,29,30,31,32,33,34,35",27,1,Hard,6,1
"1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"4,5,6,7,8",4,1,Hard,7,0
"1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,37,38,39,40,41,42,43,44",37,1,Hard,8,1
"1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"10,11,12,13,14,15,16,17",10,1,Hard,9,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"11,12,13,14,15,16,17",11,1,Hard,10,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"19,20,21,22,23,24,25,26",19,1,Hard,11,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"12,13,14,15,16,17",12,1,Hard,12,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"28,29,30,31,32,33,34,35",29,1,Hard,13,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"20,21,22,23,24,25,26",20,1,Hard,14,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"21,22,23,24,25,26",21,1,Hard,15,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"28,30,31,32,33,34,35",28,1,Hard,16,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"13,14,15,16,17",13,1,Hard,17,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,38,39,40,41,42,43,44",38,1,Hard,18,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"22,23,24,25,26",22,1,Hard,19,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,39,40,41,42,43,44",36,1,Hard,20,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0",-1,"5,6,7,8",5,1,Hard,21,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,47,48,49,50,51,52,53",48,1,Hard,22,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"30,31,32,33,34,35",30,1,Hard,23,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"31,32,33,34,35",32,1,Hard,24,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"45,46,47,49,50,51,52,53",47,1,Hard,25,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"23,24,25,26",23,1,Hard,26,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"45,46,49,50,51,52,53",50,1,Hard,27,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,49,51,52,53",51,1,Hard,28,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"54,55,56,57,58,59,60,61,62",57,1,Hard,29,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"31,33,34,35",33,1,Hard,30,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"54,55,56,58,59,60,61,62",59,1,Hard,31,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,49,52,53",45,1,Hard,32,1
